record_id,path,requested_dose,effective_dose,actual_internal_height_probe_delta,linear_probe_delivery_fraction,relative_descriptor_mismatch,actual_to_requested_raw_norm,descriptor_delta_cosine
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_affine_forward_dose-600,affine_forward,-600.0,-600.0,-314.7179487159732,,0.022589732064297253,1.0081249190392219,0.9997494195793146
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_probe_linear_dose+300,probe_linear,300.0,300.0,296.969339462574,0.98989779820858,0.03614622209145661,1.0309774518914523,0.9993859636377611
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_probe_linear_dose+600,probe_linear,600.0,600.0,598.4282395152231,0.9973803991920386,0.019661067235149644,1.0091728984674286,0.9998092084168314
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_probe_linear_dose-300,probe_linear,-300.0,-300.0,-296.96442075981525,0.9898814025327175,0.036109186050758774,1.0309708381757117,0.9993874746165462
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_probe_linear_dose-600,probe_linear,-600.0,-600.0,-598.4556983810896,0.9974261639684827,0.019730168705474005,1.0092133397128584,0.9998077391078147
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_quadratic_forward_dose+300,quadratic_forward,300.0,300.0,146.3493204190936,,0.036644252832303034,1.0238023211375644,0.9993830204352441
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_quadratic_forward_dose+600,quadratic_forward,600.0,600.0,276.098656372935,,0.0220861410405083,1.0066264098872353,0.9997611630453371
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_quadratic_forward_dose-300,quadratic_forward,-300.0,-300.0,-163.13917677511427,,0.03551365869317563,1.0187914458661969,0.9994376474354293
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_quadratic_forward_dose-600,quadratic_forward,-600.0,-600.0,-345.40908687775675,,0.02041495443252851,1.0084859448645733,0.9997915940714314
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_random_norm_dose+300,random_norm,300.0,300.0,1.3611980245163977,,0.029001752303884548,1.027144960781782,0.9995832999425763
